rank,streamer,start_month,avg_viewers,count,gender,nationality,birth_year,avg_followers_gained,avg_peak_viewers,avg_stream_length,avg_views_per_hour
1,xqcow,Mar-21,69279.4375,16,Male,Canadian,1995,6823.0625,85804.5,682.3125,55872.3125
1,xqcow,Feb-21,66857.64286,28,Male,Canadian,1995,6010.142857,82693.92857,566.0357143,57849.85714
1,xqcow,Jan-21,70278.17241,29,Male,Canadian,1995,7720.965517,88660.68966,694.1034483,65921.10345
1,xqcow,Dec-20,66653.34375,32,Male,Canadian,1995,93603.28125,87829.625,591.34375,56710.21875
1,xqcow,Nov-20,58746.95455,22,Male,Canadian,1995,5705.727273,78254.90909,621.0909091,46608.5
1,xqcow,Oct-20,50755.93333,30,Male,Canadian,1995,14879.03333,65950.86667,587.4333333,42158.16667
1,xqcow,Sep-20,53245.6,30,Male,Canadian,1995,7845.6,70761.9,611.9333333,43022.23333
1,xqcow,Aug-20,41896.03448,29,Male,Canadian,1995,465.6551724,53567.17241,626.2068966,34754.62069
1,xqcow,Jul-20,37953.67742,31,Male,Canadian,1995,5027.516129,48109.12903,611.9354839,32622.12903
1,xqcow,Jun-20,32181.25,28,Male,Canadian,1995,3393.035714,42698.64286,603.2857143,27444.35714
1,xqcow,May-20,31680.78571,28,Male,Canadian,1995,2200.285714,40929.14286,611.0714286,27411.17857
1,xqcow,Apr-20,44789.14286,28,Male,Canadian,1995,22482.82143,62623.03571,738.75,35462.28571
1,xqcow,Mar-20,22498.17241,29,Male,Canadian,1995,15324.03448,28790.48276,617.7931034,18951.41379
1,xqcow,Feb-20,19371.31034,29,Male,Canadian,1995,2786.034483,24783.82759,588.9310345,16601.58621
1,xqcow,Jan-20,20538.65625,32,Male,Canadian,1995,3005.53125,26225.90625,611.3125,17474.90625
1,xqcow,Dec-19,24361,32,Male,Canadian,1995,2299.84375,31837.8125,577.625,18594.90625
1,xqcow,Nov-19,23163.39286,28,Male,Canadian,1995,4919.571429,29366.64286,634.25,20032.25
1,xqcow,Oct-19,17630.02778,36,Male,Canadian,1995,1404.361111,23527,404.8888889,22247.94444
1,xqcow,Sep-19,20729.33333,30,Male,Canadian,1995,1613.7,27847.7,542.9666667,18959.13333
1,xqcow,Aug-19,20031.75,32,Male,Canadian,1995,2919.5625,28025.1875,629.90625,19507.6875
1,xqcow,Jul-19,17565.23333,30,Male,Canadian,1995,2099.666667,23779.93333,613.9,21035.76667
1,xqcow,Jun-19,16339.89655,29,Male,Canadian,1995,2167.758621,23642.2069,674.9655172,16593.55172
1,xqcow,May-19,13500.16667,30,Male,Canadian,1995,1443.6,18939.56667,586.2666667,14512.93333
1,xqcow,Apr-19,13181.33333,27,Male,Canadian,1995,2665.851852,17652.81481,499.1111111,16226.7037
1,xqcow,Mar-19,12379.11765,34,Male,Canadian,1995,1096.5,16620.41176,519.7941176,14252.85294
1,xqcow,Feb-19,14885.46154,26,Male,Canadian,1995,2139.230769,20026.73077,552.3846154,15494.65385
1,xqcow,Jan-19,16569.66667,30,Male,Canadian,1995,2211.4,22718.16667,549.2666667,15980.93333
1,xqcow,Dec-18,14061.51515,33,Male,Canadian,1995,1594.060606,18926.39394,500.0909091,15014.87879
1,xqcow,Nov-18,15551.15385,26,Male,Canadian,1995,2016.076923,19705.03846,568.8461538,14521.84615
1,xqcow,Oct-18,9527.206897,29,Male,Canadian,1995,1262.793103,12773.89655,605.1724138,9702.724138
1,xqcow,Sep-18,8507.612903,31,Male,Canadian,1995,1189.645161,11073,548.7096774,9868.967742
1,xqcow,Aug-18,8952.540541,37,Male,Canadian,1995,1443.405405,11956.2973,501.0810811,11149.35135
1,xqcow,Jul-18,9308.724138,29,Male,Canadian,1995,1881.448276,12683.72414,700.3448276,10665.75862
1,xqcow,Jun-18,6612.25,32,Male,Canadian,1995,5066.125,9158.6875,437.8125,10750.09375
1,xqcow,May-18,6862.2,25,Male,Canadian,1995,889.48,9090.96,471,9000.72
1,xqcow,Apr-18,7894.9,30,Male,Canadian,1995,1001.7,11319.53333,475,9495.4
1,xqcow,Mar-18,7816.6875,32,Male,Canadian,1995,1157.78125,10331.5,405.46875,10575.15625
1,xqcow,Feb-18,7449.178571,28,Male,Canadian,1995,1241.357143,10067.10714,386.25,9454.285714
1,xqcow,Jan-18,6712.785714,28,Male,Canadian,1995,1390.928571,9387.571429,365.3571429,6177.035714
1,xqcow,Dec-17,5079.428571,28,Male,Canadian,1995,1043.571429,6716.107143,418.3928571,6080.571429
1,xqcow,Nov-17,4765.185185,27,Male,Canadian,1995,1111.074074,6457.296296,413.8888889,5956.148148
1,xqcow,Oct-17,3825.4,30,Male,Canadian,1995,876.2,5023.266667,520.5,4155.866667
1,xqcow,Sep-17,3093.419355,31,Male,Canadian,1995,748.2580645,4279.741935,469.8387097,3260.096774
1,xqcow,Aug-17,1715.066667,30,Male,Canadian,1995,826.7,2819.833333,384,1798.2
1,xqcow,Jul-17,1557.1,30,Male,Canadian,1995,972.9,2748.033333,431,1735.166667
1,xqcow,Jun-17,1252.333333,21,Male,Canadian,1995,476.7142857,2082.285714,307.1428571,1375.095238
1,xqcow,May-17,1220.555556,27,Male,Canadian,1995,351.6666667,2134.666667,303.8888889,1347.37037
1,xqcow,Apr-17,1321.25,28,Male,Canadian,1995,423.25,2223.678571,362.1428571,1411.821429
1,xqcow,Mar-17,1128.548387,31,Male,Canadian,1995,483.2903226,1963.548387,395.8064516,1268.354839
1,xqcow,Feb-17,427.3846154,26,Male,Canadian,1995,191.8076923,1019.461538,362.3076923,521.6538462
1,xqcow,Jan-17,271.1290323,31,Male,Canadian,1995,72.61290323,416.5806452,284.0322581,323.5806452
1,xqcow,Dec-16,252.8947368,19,Male,Canadian,1995,208.6315789,569.1578947,370.2631579,276.1578947
1,xqcow,Nov-16,27.21428571,14,Male,Canadian,1995,7.071428571,42.78571429,176.7857143,40.21428571
1,xqcow,Oct-16,15.91666667,24,Male,Canadian,1995,2.333333333,26,138.125,28
1,xqcow,Sep-16,12.28571429,14,Male,Canadian,1995,0.357142857,20.07142857,133.9285714,25.71428571
1,xqcow,Aug-16,13.73333333,15,Male,Canadian,1995,0.866666667,19.46666667,119,26.06666667
1,xqcow,Jul-16,13.57142857,7,Male,Canadian,1995,-0.142857143,21.85714286,173.5714286,32.71428571
1,xqcow,Jun-16,77.88888889,9,Male,Canadian,1995,1.111111111,112,138.3333333,53.33333333
1,xqcow,May-16,81.65517241,29,Male,Canadian,1995,16.13793103,119.3793103,411.7241379,111.5172414
1,xqcow,Apr-16,67.02857143,35,Male,Canadian,1995,25.22857143,107.1428571,417,97.88571429
1,xqcow,Mar-16,18.08695652,23,Male,Canadian,1995,3.47826087,29.65217391,136.3043478,49.91304348
1,xqcow,Feb-16,16.5,18,Male,Canadian,1995,5.5,27.88888889,186.6666667,18.11111111
1,xqcow,Jan-16,24.5,4,Male,Canadian,1995,4.25,40,206.25,13.5
1,xqcow,Dec-15,22.66666667,3,Male,Canadian,1995,10,35.66666667,165,13
1,xqcow,Nov-15,12,3,Male,Canadian,1995,1.333333333,13.33333333,60,3.333333333
1,xqcow,Oct-15,11.6,10,Male,Canadian,1995,0.6,15.9,138,2.4
1,xqcow,Sep-15,11.58333333,12,Male,Canadian,1995,6.083333333,23.08333333,87.5,10
1,xqcow,Aug-15,13.83783784,37,Male,Canadian,1995,3.405405405,26.56756757,129.3243243,10.91891892
1,xqcow,Jul-15,23.86666667,15,Male,Canadian,1995,5.4,33.2,89,19
2,gaules,Mar-21,17135.625,8,Male,Brazilian,1983,4117.75,59130.25,2866.375,17791.75
2,gaules,Feb-21,20689.78571,14,Male,Brazilian,1983,5225.714286,68957,2369.571429,20282.14286
2,gaules,Jan-21,15246.38889,18,Male,Brazilian,1983,8588.166667,56052.22222,2551.777778,17683.44444
2,gaules,Dec-20,16472.36364,22,Male,Brazilian,1983,5237.409091,54271.13636,2060.590909,18167.95455
2,gaules,Nov-20,23188.95652,23,Male,Brazilian,1983,7481.434783,83076.86957,1791.913043,26036.21739
2,gaules,Oct-20,16133,25,Male,Brazilian,1983,4775.24,44998.6,1626.92,18138.92
2,gaules,Sep-20,14284.24,25,Male,Brazilian,1983,3213.88,38392.48,1638.88,17557.32
2,gaules,Aug-20,12316,21,Male,Brazilian,1983,3509.238095,49131.66667,2146.571429,14070.42857
2,gaules,Jul-20,8597.714286,21,Male,Brazilian,1983,2794.52381,19140.14286,2031.47619,9854.571429
2,gaules,Jun-20,32920.8,25,Male,Brazilian,1983,7790.8,127763.64,1631.64,34168.48
2,gaules,May-20,20737.85,20,Male,Brazilian,1983,17068.65,72437.95,2204.85,21690.9
2,gaules,Apr-20,16528.73913,23,Male,Brazilian,1983,5213.347826,56836.04348,1854.608696,22684.52174
2,gaules,Mar-20,10747.86957,23,Male,Brazilian,1983,3184.695652,33217.17391,1725.304348,12346.78261
2,gaules,Feb-20,7029.6,15,Male,Brazilian,1983,2708.933333,27319.66667,2879.666667,7613.2
2,gaules,Jan-20,3858.166667,12,Male,Brazilian,1983,2043.083333,15888.25,3037.75,4810.75
2,gaules,Dec-19,3322.3,10,Male,Brazilian,1983,2425.9,14720.3,3780,4065.3
2,gaules,Nov-19,5096.333333,9,Male,Brazilian,1983,3065.888889,26428.11111,1975.777778,5264.555556
2,gaules,Oct-19,6779.55,20,Male,Brazilian,1983,1275,25255.65,1556.15,7496.05
2,gaules,Sep-19,9121.785714,14,Male,Brazilian,1983,2325.571429,30695.35714,2813.857143,17940.85714
2,gaules,Aug-19,7874.125,16,Male,Brazilian,1983,3288.875,30060.1875,2588.1875,9479.9375
2,gaules,Jul-19,5836.272727,11,Male,Brazilian,1983,4822.181818,27608.18182,1937.272727,9118.545455
2,gaules,Jun-19,5286.7,10,Male,Brazilian,1983,2473.4,16769.1,2063.9,6766.2
2,gaules,May-19,3193.384615,13,Male,Brazilian,1983,2456.846154,8710.230769,2466.076923,4279.461538
2,gaules,Apr-19,11319.53846,13,Male,Brazilian,1983,1600.615385,24499.23077,1368.538462,15836.76923
2,gaules,Mar-19,10469.21429,14,Male,Brazilian,1983,5050.857143,43355.57143,1478.214286,18040.92857
2,gaules,Feb-19,7214.764706,17,Male,Brazilian,1983,3948.764706,27557.64706,1956.588235,9437.470588
2,gaules,Jan-19,3095.903226,31,Male,Brazilian,1983,1392.709677,6277.645161,1215.451613,6143.064516
2,gaules,Dec-18,2881.333333,24,Male,Brazilian,1983,1892.083333,10119.45833,1438.041667,8739.333333
2,gaules,Nov-18,2529.869565,23,Male,Brazilian,1983,1164.434783,8346.391304,1688.478261,5348.434783
2,gaules,Oct-18,2364.291667,24,Male,Brazilian,1983,1252.5,7036.5,1253.75,4104.25
2,gaules,Sep-18,4724.769231,26,Male,Brazilian,1983,2456.346154,16505.19231,1536.923077,7436.076923
2,gaules,Aug-18,2768.769231,13,Male,Brazilian,1983,4011.384615,10369.69231,2994.230769,4288.230769
2,gaules,Jul-18,3170.190476,21,Male,Brazilian,1983,7022.571429,7759.904762,1817.857143,5391.571429
2,gaules,Jun-18,2149.466667,30,Male,Brazilian,1983,797.8666667,4066.533333,744.5,3054.3
2,gaules,May-18,1672.9,30,Male,Brazilian,1983,808.8,2745.166667,850,3146.033333
2,gaules,Apr-18,1154.325,40,Male,Brazilian,1983,523.8,1869.9,526.875,2748.45
2,gaules,Mar-18,327.1875,32,Male,Brazilian,1983,280.40625,607.53125,811.40625,761.65625
2,gaules,Feb-18,179.7741935,31,Male,Brazilian,1983,151.0645161,371.9354839,347.9032258,543.0322581
2,gaules,Jan-18,104.195122,41,Male,Brazilian,1983,123.1463415,237.1707317,310.9756098,364.9268293
3,summit1g,Mar-21,39211.55556,18,Male,American,1987,1195.388889,53366,533.3888889,29459.44444
3,summit1g,Feb-21,31074.44,25,Male,American,1987,1326.12,41777.2,604.92,22169.68
3,summit1g,Jan-21,28940.36,25,Male,American,1987,1278.88,35357.96,706.48,19917.68
3,summit1g,Dec-20,22840.10345,29,Male,American,1987,1558.862069,31212.86207,721.137931,17148.41379
3,summit1g,Nov-20,14222.34615,26,Male,American,1987,5784.423077,18640.46154,536.3461538,14697.92308
3,summit1g,Oct-20,14819.55556,27,Male,American,1987,778.8148148,19664.92593,479.037037,14184.55556
3,summit1g,Sep-20,19901.44828,29,Male,American,1987,1238.793103,26712.65517,612.5517241,17609.31034
3,summit1g,Aug-20,15990.30303,33,Male,American,1987,-1269.515152,21639.06061,637.8787879,15617
3,summit1g,Jul-20,14292.875,32,Male,American,1987,517.71875,18714.1875,617.65625,14054.46875
3,summit1g,Jun-20,20983.2963,27,Male,American,1987,697.1481481,26606.40741,611.3333333,17318.03704
3,summit1g,May-20,24691.35714,28,Male,American,1987,1742.321429,30612.67857,656.8214286,19812.39286
3,summit1g,Apr-20,83860.53333,30,Male,American,1987,29516.63333,110710.6333,692.9,78752.83333
3,summit1g,Mar-20,28693.96667,30,Male,American,1987,6368.666667,37860.56667,646.2,21970.06667
3,summit1g,Feb-20,30398.42308,26,Male,American,1987,2839.461538,37428.19231,624.8076923,22064.69231
3,summit1g,Jan-20,23689.94286,35,Male,American,1987,1969.714286,29733.85714,642.5428571,20780.94286
3,summit1g,Dec-19,12128.14815,27,Male,American,1987,1134.888889,15817.51852,614.3333333,11042.59259
3,summit1g,Nov-19,14593.80769,26,Male,American,1987,809.5769231,19342.5,459.6538462,15542.76923
3,summit1g,Oct-19,14045.24242,33,Male,American,1987,940,18727.87879,464.7272727,14338.87879
3,summit1g,Sep-19,13546.82143,28,Male,American,1987,411.4642857,17345.21429,471.8928571,13944.78571
3,summit1g,Aug-19,21672.07692,26,Male,American,1987,1595.807692,29632.42308,597.9230769,22290.23077
3,summit1g,Jul-19,12908.72727,22,Male,American,1987,903.7727273,16911.86364,506,15585.63636
3,summit1g,Jun-19,9080.933333,30,Male,American,1987,742.9333333,11879.06667,547.6,11661.53333
3,summit1g,May-19,16457.46667,30,Male,American,1987,1009.4,22427.9,548.3,19172.96667
3,summit1g,Apr-19,33249.88462,26,Male,American,1987,2104.923077,42564.73077,638.0384615,25762.26923
3,summit1g,Mar-19,41039.03448,29,Male,American,1987,3073.655172,52610.44828,564.5517241,32692.51724
3,summit1g,Feb-19,21966.12,25,Male,American,1987,2979.2,32017.76,523.8,23197.44
3,summit1g,Jan-19,36230.95833,24,Male,American,1987,3729,47085.70833,575.3333333,27288.625
3,summit1g,Dec-18,19006.33333,30,Male,American,1987,1412.366667,26321.7,630.7333333,18582.7
3,summit1g,Nov-18,11814.76,25,Male,American,1987,1130.72,15790.72,479.4,14372.2
3,summit1g,Oct-18,12800.56,25,Male,American,1987,1257.48,18588.2,510,16164.92
3,summit1g,Sep-18,11607.96154,26,Male,American,1987,887.4615385,15606.15385,582.6923077,14698.65385
3,summit1g,Aug-18,11682.1875,16,Male,American,1987,516.5,14825.1875,346.875,20107.4375
3,summit1g,Jul-18,14081.9,30,Male,American,1987,715.7333333,18669.76667,467,19180.53333
3,summit1g,Jun-18,15303.2381,21,Male,American,1987,2382.285714,21518.2381,524.2857143,21880.47619
3,summit1g,May-18,15341.54839,31,Male,American,1987,2265.516129,22148.35484,392.4193548,25438
3,summit1g,Apr-18,19815,21,Male,American,1987,3454.571429,31072.66667,414.2857143,31664.57143
3,summit1g,Mar-18,21870.22727,22,Male,American,1987,4958.545455,32917.5,440.4545455,32414
3,summit1g,Feb-18,25228.26316,19,Male,American,1987,5055.421053,35506.26316,505.2631579,33589.73684
3,summit1g,Jan-18,28442.6,30,Male,American,1987,5700.233333,40479.56667,532,30193.16667
3,summit1g,Dec-17,21853.03704,27,Male,American,1987,2960.074074,29882.74074,521.6666667,25203.25926
3,summit1g,Nov-17,17825.2963,27,Male,American,1987,2658.555556,24456.25926,553.3333333,20413.44444
3,summit1g,Oct-17,18584.85714,28,Male,American,1987,1952.285714,26071.96429,536.7857143,22179.85714
3,summit1g,Sep-17,18413.06667,30,Male,American,1987,2090.9,25836.6,632.5,20596.23333
3,summit1g,Aug-17,19890.89655,29,Male,American,1987,2393.896552,28219.2069,485.6896552,30089.17241
3,summit1g,Jul-17,22788.62069,29,Male,American,1987,2722.206897,31317.37931,517.2413793,26396.62069
3,summit1g,Jun-17,15887.42857,28,Male,American,1987,1091.642857,21501.07143,648.75,19543.67857
3,summit1g,May-17,22418.71875,32,Male,American,1987,1969.21875,31461.96875,638.90625,23007.78125
3,summit1g,Apr-17,24169.31034,29,Male,American,1987,2045.896552,34632.58621,541.5517241,24654.75862
3,summit1g,Mar-17,24102.97297,37,Male,American,1987,2052.783784,32467.67568,533.9189189,24960.32432
3,summit1g,Feb-17,21094.89655,29,Male,American,1987,1491.034483,30003.75862,634.6551724,23125.24138
3,summit1g,Jan-17,19739.2,30,Male,American,1987,2406.333333,27298.46667,658.5,21442.7
3,summit1g,Dec-16,15913.13333,30,Male,American,1987,1460.6,22151.83333,523.5,20018.56667
3,summit1g,Nov-16,15311.88889,27,Male,American,1987,1108.037037,20885.55556,485.5555556,14482.66667
3,summit1g,Oct-16,14848,24,Male,American,1987,1004.208333,21085.95833,468.125,13809.66667
3,summit1g,Sep-16,10766.95238,21,Male,American,1987,937.6666667,15036,597.1428571,10482.66667
3,summit1g,Aug-16,11270.77778,27,Male,American,1987,1085.481481,16468.22222,572.2222222,13116.81481
3,summit1g,Jul-16,14365,27,Male,American,1987,1560.481481,21423,444.4444444,23610.33333
3,summit1g,Jun-16,12802.58333,24,Male,American,1987,994.1666667,17863.25,695.625,11814
3,summit1g,May-16,13689.85185,27,Male,American,1987,1104.518519,18904.11111,557.2222222,14443.14815
3,summit1g,Apr-16,16046.69565,23,Male,American,1987,1367.695652,21077.6087,628.0434783,17775.73913
3,summit1g,Mar-16,16589.74074,27,Male,American,1987,2102.333333,22275.48148,666.1111111,12641.85185
3,summit1g,Feb-16,12891.27273,22,Male,American,1987,1004.909091,19059.59091,452.0454545,9466.636364
3,summit1g,Jan-16,13428.37838,37,Male,American,1987,1178.972973,19049.83784,518.5135135,3489.162162
3,summit1g,Dec-15,16032.96154,26,Male,American,1987,1577.769231,22795.42308,567.6923077,4237.923077
3,summit1g,Nov-15,13643.52381,21,Male,American,1987,1513.857143,18885.71429,565,3427.714286
3,summit1g,Oct-15,16059.82759,29,Male,American,1987,2296.827586,22666.27586,586.5517241,4818.689655
3,summit1g,Sep-15,12497.65217,23,Male,American,1987,1525.913043,17219.6087,506.0869565,3699.956522
3,summit1g,Aug-15,16144.95455,22,Male,American,1987,2298.136364,21815.63636,550.9090909,4541.590909
3,summit1g,Jul-15,15514,15,Male,American,1987,1661.133333,21043.06667,367,6486.333333
4,ibai,Mar-21,64296.72222,18,Male,Spanish,1995,5047.277778,83017.05556,158.9444444,117018.5
4,ibai,Feb-21,70413.45161,31,Male,Spanish,1995,6393.741935,92183.45161,194.516129,105351.0323
4,ibai,Jan-21,80245.30556,36,Male,Spanish,1995,10517.30556,107911.5556,186.8611111,121908.5556
4,ibai,Dec-20,74456.47222,36,Male,Spanish,1995,11385.41667,107763.75,214.6388889,102462.9444
4,ibai,Nov-20,76188.02778,36,Male,Spanish,1995,10256.30556,104893.4722,202.5555556,108230.1944
4,ibai,Oct-20,65954.71429,49,Male,Spanish,1995,8377.061224,86768.20408,231.4489796,87818.02041
4,ibai,Sep-20,56298.41667,36,Male,Spanish,1995,12683.08333,78778.86111,248.6944444,74684.19444
4,ibai,Aug-20,33086.16216,37,Male,Spanish,1995,7569.810811,43150.78378,209.7297297,38765.86486
4,ibai,Jul-20,22370.65517,29,Male,Spanish,1995,4473.827586,29130.34483,219.2068966,33389.65517
4,ibai,Jun-20,25685.84211,38,Male,Spanish,1995,5665.131579,33670.86842,243.8684211,49677.05263
4,ibai,May-20,28054.11429,35,Male,Spanish,1995,13822.48571,38663.45714,318.8,44821.22857
4,ibai,Apr-20,22374.97368,38,Male,Spanish,1995,5524,29468.65789,298.2368421,33272.42105
4,ibai,Mar-20,21630.80952,42,Male,Spanish,1995,3737.595238,29911.61905,203.5714286,41370.7381
4,ibai,Feb-20,9585.952381,21,Male,Spanish,1995,2772.571429,12199.28571,159.7619048,17253.14286
4,ibai,Jan-20,12879,2,Male,Spanish,1995,1163,16057.5,107,14763
4,ibai,Dec-19,21402.66667,3,Male,Spanish,1995,8687.333333,51619.66667,443.6666667,33502.66667
4,ibai,Oct-19,5733,1,Male,Spanish,1995,1879,8681,505,7308
4,ibai,Sep-19,7630,2,Male,Spanish,1995,2905,10240,509.5,10156
4,ibai,Jul-19,14362.5,2,Male,Spanish,1995,3897.5,19641,296.5,20937
4,ibai,Jun-19,6713.2,5,Male,Spanish,1995,689.4,8655,139.6,20573
4,ibai,May-19,5091.153846,13,Male,Spanish,1995,370.3076923,6770.692308,84.23076923,16235.69231
4,ibai,Apr-19,5157.470588,17,Male,Spanish,1995,715.0588235,6819.411765,156.5882353,8954.058824
4,ibai,Mar-19,4775.466667,15,Male,Spanish,1995,731,6585.933333,151.7333333,9825.333333
4,ibai,Feb-19,4454.7,10,Male,Spanish,1995,604.5,6170,172.7,7348.1
4,ibai,Jan-19,4405.75,8,Male,Spanish,1995,742,6022.5,184.375,7155
4,ibai,Dec-18,13503.66667,6,Male,Spanish,1995,2521.166667,20637.66667,270,17268.66667
4,ibai,Nov-18,3418,6,Male,Spanish,1995,764.5,4686.666667,245,4962
4,ibai,Oct-18,3838.333333,6,Male,Spanish,1995,468.8333333,5423.5,100,5223.833333
4,ibai,Sep-18,2871,1,Male,Spanish,1995,184,4938,45,5971
4,ibai,Aug-18,3260.714286,7,Male,Spanish,1995,235.2857143,4032.571429,70.71428571,16419.14286
4,ibai,Jul-18,3867.2,5,Male,Spanish,1995,454.8,5105.2,135,5356
4,ibai,Jun-18,3145.5,10,Male,Spanish,1995,249.4,4019.3,115.5,4724.5
4,ibai,May-18,3977.285714,7,Male,Spanish,1995,567.4285714,5603,175.7142857,6422.571429
4,ibai,Apr-18,2015.75,4,Male,Spanish,1995,279,2463.25,75,3358.25
4,ibai,Mar-18,4681.5,8,Male,Spanish,1995,416.25,5801.375,114.375,9084.25
4,ibai,Jan-18,16013.83333,6,Male,Spanish,1995,2977.333333,20573.16667,165,30718.16667
4,ibai,Dec-17,2278.4,5,Male,Spanish,1995,434,3266.4,120,5220.8
4,ibai,Nov-17,4248,3,Male,Spanish,1995,622.3333333,5735,145,5250.666667
4,ibai,Oct-17,3367,3,Male,Spanish,1995,300.3333333,4108,80,5867
4,ibai,Sep-17,3033.5,2,Male,Spanish,1995,289.5,3486.5,120,3671.5
4,ibai,Aug-17,2524.666667,6,Male,Spanish,1995,500,3574.166667,185,2398.333333
4,ibai,Jul-17,2841.333333,3,Male,Spanish,1995,426,3538.666667,175,2594.333333
4,ibai,Jun-17,2718,2,Male,Spanish,1995,223,3915,82.5,3909
4,ibai,May-17,3181.6,5,Male,Spanish,1995,355,3839.8,123,4324
4,ibai,Apr-17,3037.2,5,Male,Spanish,1995,442.6,3978.8,186,3743
4,ibai,Mar-17,3016.333333,6,Male,Spanish,1995,407.6666667,4054.333333,142.5,4157.833333
4,ibai,Feb-17,2759.4,5,Male,Spanish,1995,422,3632.6,135,4350.6
4,ibai,Jan-17,2577.125,8,Male,Spanish,1995,420.5,3448.5,103.125,8019.625
4,ibai,Dec-16,3708.75,4,Male,Spanish,1995,1276.5,4751.5,93.75,5831.5
4,ibai,Nov-16,1757.5,2,Male,Spanish,1995,0,1808,7.5,0
4,ibai,Dec-15,301,1,Male,Spanish,1995,0,431,30,0
5,nickmercs,Mar-21,51172.83333,12,Male,American,1990,7733.75,71318,513.9166667,39449.91667
5,nickmercs,Feb-21,51875.05882,17,Male,American,1990,8322.352941,70029.05882,484.2941176,40284.35294
5,nickmercs,Jan-21,47046.57895,19,Male,American,1990,6364.631579,64134.73684,397.3684211,38958.94737
5,nickmercs,Dec-20,42231.55556,27,Male,American,1990,5822.592593,54482.51852,348.0740741,38288.59259
5,nickmercs,Nov-20,41429.95238,21,Male,American,1990,5463.047619,53611.33333,344.047619,34104.61905
5,nickmercs,Oct-20,48254.13043,23,Male,American,1990,4603,61255.86957,346.6956522,34224.65217
5,nickmercs,Sep-20,50666.52174,23,Male,American,1990,5619.521739,64730.04348,368.4782609,32665.91304
5,nickmercs,Aug-20,52941.95833,24,Male,American,1990,8280.875,75475.79167,409.8333333,35899.54167
5,nickmercs,Jul-20,41675.66667,33,Male,American,1990,4708,53174.18182,342.5757576,27149.9697
5,nickmercs,Jun-20,36404.89655,29,Male,American,1990,3982.827586,47410.2069,368,21595.65517
5,nickmercs,May-20,34115.38095,21,Male,American,1990,4925,45186.42857,538.6190476,19416.85714
5,nickmercs,Apr-20,24894.66667,30,Male,American,1990,3782.766667,32852.5,487.0333333,15344.26667
5,nickmercs,Mar-20,18505.44828,29,Male,American,1990,2972.275862,24026.7931,571.8965517,10523.62069
5,nickmercs,Feb-20,16215.95455,22,Male,American,1990,1882.409091,21139.45455,453.2272727,9605.590909
5,nickmercs,Jan-20,14163.47826,23,Male,American,1990,1706.565217,18171.13043,335.6521739,10485.56522
5,nickmercs,Dec-19,14215.62963,27,Male,American,1990,1375.740741,21394.77778,392.4074074,16274.40741
5,nickmercs,Nov-19,15347.375,24,Male,American,1990,1218.333333,21076.20833,434.9583333,18190.25
5,nickmercs,Oct-19,15587.48148,27,Male,American,1990,1927.814815,21820.88889,446.2962963,18638.18519
5,nickmercs,Sep-19,19471.13636,22,Male,American,1990,1849,27163.45455,402.9545455,18372.40909
5,nickmercs,Aug-19,19639.84848,33,Male,American,1990,2656.848485,27968.72727,353.6060606,27312.9697
5,nickmercs,Jul-19,17385.75,32,Male,American,1990,2787.34375,24790.3125,323.09375,17633.8125
5,nickmercs,Jun-19,21799.5,26,Male,American,1990,3928.153846,32571.5,340.8846154,20730
5,nickmercs,May-19,22631.92308,26,Male,American,1990,3803.769231,35122.15385,393.7692308,21380.69231
5,nickmercs,Apr-19,15813.54545,22,Male,American,1990,2011.863636,22973.81818,339.5,15559.27273
5,nickmercs,Mar-19,13795.52,25,Male,American,1990,2246.44,20547.68,342.28,12952.72
5,nickmercs,Feb-19,17300.65217,23,Male,American,1990,3353.478261,23532.08696,349.1304348,15633.73913
5,nickmercs,Jan-19,22784.8,30,Male,American,1990,6928.3,32116.6,596.7666667,17485.13333
5,nickmercs,Dec-18,22637.38095,21,Male,American,1990,5679.857143,32885.28571,525.2857143,22205.7619
5,nickmercs,Nov-18,25231.25,16,Male,American,1990,5338.9375,36253.3125,420,21979.75
5,nickmercs,Oct-18,25613.57143,21,Male,American,1990,5908.380952,37426,520.7142857,21741.52381
5,nickmercs,Sep-18,25929.04348,23,Male,American,1990,9290.391304,36874.78261,431.7391304,26756.95652
5,nickmercs,Aug-18,21571.52381,21,Male,American,1990,7318.857143,33202.57143,496.4285714,18332.28571
5,nickmercs,Jul-18,24320.28,25,Male,American,1990,7071.4,41425.44,499.2,20000.48
5,nickmercs,Jun-18,17508.95833,24,Male,American,1990,4794.625,27844.70833,450,13506.125
5,nickmercs,May-18,15111.11111,27,Male,American,1990,4399.444444,22214.51852,474.4444444,12698.96296
5,nickmercs,Apr-18,14713.41667,24,Male,American,1990,3383.291667,20317.45833,503.75,8830.458333
5,nickmercs,Mar-18,10696.07692,26,Male,American,1990,2265.769231,15219.69231,466.1538462,6630.115385
5,nickmercs,Feb-18,8451.645161,31,Male,American,1990,1714.677419,11605,463.0645161,4827.935484
5,nickmercs,Jan-18,4631.827586,58,Male,American,1990,640.5862069,6069.431034,265.862069,2304.051724
5,nickmercs,Dec-17,3378.230769,39,Male,American,1990,305.6923077,4567,300.7692308,1797.948718
5,nickmercs,Nov-17,4160.8,25,Male,American,1990,398.76,5531.48,415.2,2296.36
